loss,acc,val_loss,val_acc
2.5331195905185737,39.9361,2.0016524958703306,58.08609
1.8835801546946882,61.11721,1.672444497101038,69.38229
1.6801503532991622,69.28664,1.6024387611025501,71.26094
1.5738729764097414,72.91334,1.4979994733046,75.924126
1.5084538006554016,75.396866,1.54490328577242,74.06371
1.4605858678254076,77.3762,1.4453514540705699,77.21912
1.4268557532145953,78.59175,1.4372757408869405,77.669014
1.394501279908628,79.76987,1.3915618523549478,79.578064
1.3659410208178024,80.88059,1.3656229277065293,80.84266
1.3467755721399959,81.629395,1.3531693799950268,81.40199
1.3254534718327629,82.22344,1.343733534274862,81.25608
1.3087139950392725,82.864914,1.3444453777042344,81.067604
1.2967068017862093,83.31419,1.332030917883847,82.19844
1.2829768638641308,83.82838,1.327086810935796,81.65734
1.2715918873064815,84.22274,1.3303095723868343,81.286476
1.25971235939489,84.844246,1.3175247133010093,82.05253
1.249113659508312,84.95906,1.3055772725710144,82.982735
1.238488777186543,85.46326,1.3042948825813916,82.66659
1.230069322707935,85.997406,1.2981863599343058,82.53283
1.2229329360940586,86.02236,1.3079016980957892,82.61795
1.2143409431171113,86.52156,1.3194471599990756,82.21668
1.206853141609472,86.8136,1.286803151614935,83.49951
1.1990048542571143,87.04572,1.2749511478939872,83.69407
1.1962759662360047,87.14057,1.2820299768726187,83.64543
1.193044214012524,87.36272,1.2742285779478022,84.0163
1.1866476247295403,87.42512,1.267347423251037,83.83998
1.1771595887482738,87.69968,1.2661319451573294,83.94942
1.1730885101012147,87.82198,1.2681220679431573,84.13181
1.167678652956082,88.22633,1.2636686146027383,84.0163
1.1647636493364462,88.34864,1.2590088830383834,84.42972
1.1639630128019534,88.20886,1.2746157794611,83.55423
1.1572074607347909,88.64067,1.2633833998835968,84.14397
1.1540717078854863,88.70557,1.2577861044193521,84.16221
1.1470539240410533,88.733025,1.2577386781399351,84.03453
1.1407652148804344,89.239716,1.263730818659415,83.87038
1.1427362817354476,89.08496,1.271757959623745,83.9555
1.1442821796138447,88.98762,1.252011082747567,84.411476
1.1375428939018006,89.27216,1.2380534837218111,85.013374
1.1303648961999546,89.69149,1.255966659417876,84.49052
1.129698887610207,89.26967,1.2505875375948063,84.38108
1.127924054099348,89.631584,1.2627685647530313,84.004135
1.127621121871205,89.67402,1.2570066730335994,84.60603
1.1211400083459604,89.796326,1.2502559898892265,84.72762
1.118181476387353,90.03844,1.237924523854534,84.89178
1.120418560009795,89.958565,1.239667195290443,85.05593
1.1178231173620437,89.98852,1.2476895451545715,84.38108
1.1128748240181432,90.200676,1.2424615503285181,84.44188
1.1136171818731693,90.188194,1.2323729275265556,85.11673
1.1115864022090411,90.15825,1.2343664429067174,85.226166
1.108809395815237,90.28554,1.250496928793911,84.375
1.1059308017785556,90.42781,1.252598008293122,84.29596
1.1049907412201452,90.41783,1.2479934755002478,84.69115
1.1008572444176903,90.61002,1.2412357316406784,84.70939
1.0993610479580327,90.60753,1.2360525217037721,85.06809
1.0986967501929774,90.71485,1.2302599920373019,85.32952
1.0983382729105293,90.7473,1.2340645678776248,85.019455
1.09543029502177,90.762276,1.2397709433206787,84.92826
1.1009969107640056,90.66493,1.2277076028664289,85.37816
1.0930246662217589,90.94698,1.2418599850008925,85.04985
1.0891828656006164,91.21156,1.2370734949983975,84.99513
1.0216898233555376,93.75998,1.1751424837205198,86.95282
1.0005280839178128,94.578674,1.1660943861601418,86.93458
0.9895742319452877,95.05541,1.1671401433907593,87.27505
0.9838460950424877,95.18021,1.1630757977526476,87.50608
0.9798150972817272,95.22264,1.168232893665477,86.94674
0.9711699397228777,95.71186,1.1650549743889835,87.10481
0.9700103540199633,95.69938,1.1579791036097455,87.65199
0.9684205119983076,95.73932,1.1616914810373626,87.43312
0.9662236737938353,95.826675,1.1614903111866013,87.36017
0.9628167802723833,95.92651,1.1593265169325506,87.390564
0.9620712506123625,95.9365,1.159035988586886,87.48784
0.9582988930205567,96.091255,1.1594715753881848,87.61552
0.9554565921187782,96.23353,1.1592220935376238,87.65807
0.9532367841313822,96.27845,1.1610474811453764,87.408806
0.9519247213682047,96.3134,1.165323150529008,87.27505
0.9497620525261083,96.41573,1.159411433141983,87.50608
0.9492388072486122,96.370804,1.1614361690639985,87.42096
0.9440855833288199,96.61541,1.1592524016877557,87.70671
0.9453292463343745,96.57049,1.1598682858136842,87.61552
0.9450276861556421,96.40575,1.1565223354773764,87.61552
0.9416831721322605,96.66034,1.1607307631681865,87.396645
0.9406461853760119,96.612915,1.1596173785539916,87.42704
0.9397920468173468,96.70028,1.1600891917596068,87.55472
0.9386226550077859,96.74021,1.1569170360435308,87.317604
0.9410020503373192,96.647865,1.1566187567747985,87.52432
0.9381610415994931,96.79762,1.1621289691572523,87.34801
0.9339672389883584,96.97733,1.162607376677517,87.43312
0.9338277896372275,96.97484,1.1592083169792413,87.463524
0.9339006710738039,96.899956,1.1590720071866818,87.5
0.9323347476534188,96.98233,1.1602367788901125,87.48176
0.9232741362941913,97.33926,1.1535940383658798,87.737114
0.9237265107921138,97.434105,1.1555316109601625,87.64591
0.9228936912724004,97.51148,1.1572944225040391,87.65807
0.9207867750534996,97.42162,1.1536799915105915,87.64591
0.9215670131837217,97.46655,1.1541270291295034,87.803986
0.9203282105275237,97.34924,1.1535646409839972,87.96814
0.9232117809807531,97.22694,1.1528829201650064,87.76143
0.9228018439425447,97.35922,1.1584777493421206,87.262886
0.9197779665358912,97.496506,1.1526006353504463,87.74927
0.9210240185832064,97.35922,1.1540391280493383,87.670235
0.9189885186311155,97.39666,1.1522102492792596,87.463524
0.9207062111875881,97.44659,1.1534878439940368,87.88911
0.9194309817145045,97.43161,1.1525050385452893,87.63376
0.9194115012788925,97.51398,1.1515325896934776,87.72495
0.9204842913836336,97.45158,1.153947002692909,87.70671
0.9186853883555903,97.48153,1.153319515374848,87.71887
0.9192891875966288,97.434105,1.1502663572010827,87.876945
0.9166124468794266,97.608826,1.1558816787797652,87.530396
0.9195531760922636,97.41663,1.156762730286743,87.48784
0.9182933405184517,97.40415,1.154621076027243,87.72495
0.9180978198592274,97.48153,1.1530353985871786,87.56688
0.9170075096070956,97.54892,1.155189531322583,87.870865
0.91637427319353,97.50899,1.1570376600736774,87.78575
0.9166838888543102,97.61132,1.1519164941654132,87.74927
0.9158113235101913,97.58636,1.150874954485244,87.84047
0.9178068110356316,97.50399,1.153457239212229,87.71887
0.9148651887052737,97.61631,1.1504699896281796,87.89519
0.91902166366958,97.45158,1.1506670479180747,87.797905
0.9165969865200237,97.59884,1.1540017220760599,87.876945
0.9158038535057166,97.52646,1.1534152960962822,87.51824
